lent,return,lent_stationName,return_stationName,url
339,341,종로4가 사거리,혜화역 3번출구 뒤,http://map.daum.net/?sName=종로4가 사거리 대여소&eName=혜화역 3번출구 뒤 대여소&target=bicycle
2332,2357,선릉역3번출구,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),http://map.daum.net/?sName=선릉역3번출구 대여소&eName=르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞) 대여소&target=bicycle
105,111,합정역 5번출구 앞,상수역 2번출구 앞,http://map.daum.net/?sName=합정역 5번출구 앞 대여소&eName=상수역 2번출구 앞 대여소&target=bicycle
105,114,합정역 5번출구 앞,홍대입구역 8번출구 앞,http://map.daum.net/?sName=합정역 5번출구 앞 대여소&eName=홍대입구역 8번출구 앞 대여소&target=bicycle
111,114,상수역 2번출구 앞,홍대입구역 8번출구 앞,http://map.daum.net/?sName=상수역 2번출구 앞 대여소&eName=홍대입구역 8번출구 앞 대여소&target=bicycle
106,114,합정역 7번출구 앞,홍대입구역 8번출구 앞,http://map.daum.net/?sName=합정역 7번출구 앞 대여소&eName=홍대입구역 8번출구 앞 대여소&target=bicycle
108,114,서교동 사거리,홍대입구역 8번출구 앞,http://map.daum.net/?sName=서교동 사거리 대여소&eName=홍대입구역 8번출구 앞 대여소&target=bicycle
2248,2249,서초리슈빌S 글로벌 앞,우솔초등학교 맞은편,http://map.daum.net/?sName=서초리슈빌S 글로벌 앞 대여소&eName=우솔초등학교 맞은편 대여소&target=bicycle
1407,1608,먹골역 1번출구 뒤,공릉역 1번 출구 앞,http://map.daum.net/?sName=먹골역 1번출구 뒤 대여소&eName=공릉역 1번 출구 앞 대여소&target=bicycle
530,612,청계벽산아파트 앞,시립동부병원 앞 사거리,http://map.daum.net/?sName=청계벽산아파트 앞 대여소&eName=시립동부병원 앞 사거리 대여소&target=bicycle
557,612,도선동 주민센터 앞,시립동부병원 앞 사거리,http://map.daum.net/?sName=도선동 주민센터 앞 대여소&eName=시립동부병원 앞 사거리 대여소&target=bicycle
530,614,청계벽산아파트 앞,용두동 사거리,http://map.daum.net/?sName=청계벽산아파트 앞 대여소&eName=용두동 사거리 대여소&target=bicycle
568,614,청계8가사거리 부근,용두동 사거리,http://map.daum.net/?sName=청계8가사거리 부근 대여소&eName=용두동 사거리 대여소&target=bicycle
731,752,서울시 도로환경관리센터,성원2차 아파트,http://map.daum.net/?sName=서울시 도로환경관리센터 대여소&eName=성원2차 아파트 대여소&target=bicycle
723,752,SBS방송국,성원2차 아파트,http://map.daum.net/?sName=SBS방송국 대여소&eName=성원2차 아파트 대여소&target=bicycle
3515,510,서울숲 관리사무소,서울숲 남문 버스정류소 옆,http://map.daum.net/?sName=서울숲 관리사무소 대여소&eName=서울숲 남문 버스정류소 옆 대여소&target=bicycle
3515,561,서울숲 관리사무소,서울숲역 2번출구 앞,http://map.daum.net/?sName=서울숲 관리사무소 대여소&eName=서울숲역 2번출구 앞 대여소&target=bicycle
1220,1233,잠실본동주민센터뒤 잠실근린공원,잠실3거리(갤러리아팰리스),http://map.daum.net/?sName=잠실본동주민센터뒤 잠실근린공원 대여소&eName=잠실3거리(갤러리아팰리스) 대여소&target=bicycle
1221,1233,삼전사거리 포스코더샵,잠실3거리(갤러리아팰리스),http://map.daum.net/?sName=삼전사거리 포스코더샵 대여소&eName=잠실3거리(갤러리아팰리스) 대여소&target=bicycle
1232,1233,롯데마트 주차장 옆,잠실3거리(갤러리아팰리스),http://map.daum.net/?sName=롯데마트 주차장 옆 대여소&eName=잠실3거리(갤러리아팰리스) 대여소&target=bicycle
1804,1847,독산역 2번출구 자전거주차장,독산주공 14단지 버스정류소,http://map.daum.net/?sName=독산역 2번출구 자전거주차장 대여소&eName=독산주공 14단지 버스정류소 대여소&target=bicycle
1804,1809,독산역 2번출구 자전거주차장,LG전자 별관동(호서대 벤처타워 맞은편),http://map.daum.net/?sName=독산역 2번출구 자전거주차장 대여소&eName=LG전자 별관동(호서대 벤처타워 맞은편) 대여소&target=bicycle
1221,2324,삼전사거리 포스코더샵,천주교 대치 2동 교회 옆,http://map.daum.net/?sName=삼전사거리 포스코더샵 대여소&eName=천주교 대치 2동 교회 옆 대여소&target=bicycle
1222,2324,잠실새내역 5번 출구 뒤,천주교 대치 2동 교회 옆,http://map.daum.net/?sName=잠실새내역 5번 출구 뒤 대여소&eName=천주교 대치 2동 교회 옆 대여소&target=bicycle
1241,2384,문정 법조단지5,자곡사거리,http://map.daum.net/?sName=문정 법조단지5 대여소&eName=자곡사거리 대여소&target=bicycle
1240,2384,문정 법조단지4,자곡사거리,http://map.daum.net/?sName=문정 법조단지4 대여소&eName=자곡사거리 대여소&target=bicycle
210,215,IFC몰,여의도고교 앞,http://map.daum.net/?sName=IFC몰 대여소&eName=여의도고교 앞 대여소&target=bicycle
2002,215,노들역 1번출구,여의도고교 앞,http://map.daum.net/?sName=노들역 1번출구 대여소&eName=여의도고교 앞 대여소&target=bicycle
3505,3506,신양초교앞 교차로,영동대교 북단,http://map.daum.net/?sName=신양초교앞 교차로 대여소&eName=영동대교 북단 대여소&target=bicycle
514,560,성수사거리 버스정류장 앞,비전교회 앞,http://map.daum.net/?sName=성수사거리 버스정류장 앞 대여소&eName=비전교회 앞 대여소&target=bicycle
509,560,이마트 버스정류소 옆,비전교회 앞,http://map.daum.net/?sName=이마트 버스정류소 옆 대여소&eName=비전교회 앞 대여소&target=bicycle
1702,1714,녹천역 1번출구 앞,도봉문화정보도서관 삼거리,http://map.daum.net/?sName=녹천역 1번출구 앞 대여소&eName=도봉문화정보도서관 삼거리 대여소&target=bicycle
2276,2285,영동1교 (양재천근린공원),LH서초3단지 301동 맞은편,http://map.daum.net/?sName=영동1교 (양재천근린공원) 대여소&eName=LH서초3단지 301동 맞은편 대여소&target=bicycle
1122,1123,황금내근린공원,공암나루근린공원 관리사무소옆,http://map.daum.net/?sName=황금내근린공원 대여소&eName=공암나루근린공원 관리사무소옆 대여소&target=bicycle
1617,1668,하계동 중평어린이공원 앞,중계역 6번출구,http://map.daum.net/?sName=하계동 중평어린이공원 앞 대여소&eName=중계역 6번출구 대여소&target=bicycle
1661,1668,당현천근린공원,중계역 6번출구,http://map.daum.net/?sName=당현천근린공원 대여소&eName=중계역 6번출구 대여소&target=bicycle
1617,1636,하계동 중평어린이공원 앞,백병원 사거리 농협은행 앞,http://map.daum.net/?sName=하계동 중평어린이공원 앞 대여소&eName=백병원 사거리 농협은행 앞 대여소&target=bicycle
1625,1636,상계역(4번출구),백병원 사거리 농협은행 앞,http://map.daum.net/?sName=상계역(4번출구) 대여소&eName=백병원 사거리 농협은행 앞 대여소&target=bicycle
1833,1850,독산역 1번출구 앞 자전거보관소,코오롱테크노밸리,http://map.daum.net/?sName=독산역 1번출구 앞 자전거보관소 대여소&eName=코오롱테크노밸리 대여소&target=bicycle
1833,1839,독산역 1번출구 앞 자전거보관소,수출의 다리 아래,http://map.daum.net/?sName=독산역 1번출구 앞 자전거보관소 대여소&eName=수출의 다리 아래 대여소&target=bicycle
1830,1839,빅마켓 금천점 앞,수출의 다리 아래,http://map.daum.net/?sName=빅마켓 금천점 앞 대여소&eName=수출의 다리 아래 대여소&target=bicycle
303,321,광화문역 1번출구 앞,KEB 하나은행 본점 앞,http://map.daum.net/?sName=광화문역 1번출구 앞 대여소&eName=KEB 하나은행 본점 앞 대여소&target=bicycle
303,316,광화문역 1번출구 앞,종각역 1번출구 앞,http://map.daum.net/?sName=광화문역 1번출구 앞 대여소&eName=종각역 1번출구 앞 대여소&target=bicycle
303,351,광화문역 1번출구 앞,청운초교 앞 삼거리,http://map.daum.net/?sName=광화문역 1번출구 앞 대여소&eName=청운초교 앞 삼거리 대여소&target=bicycle
304,351,광화문역 2번출구 앞,청운초교 앞 삼거리,http://map.daum.net/?sName=광화문역 2번출구 앞 대여소&eName=청운초교 앞 삼거리 대여소&target=bicycle
1955,2140,디지털입구 교차로,신림1교 교차로,http://map.daum.net/?sName=디지털입구 교차로 대여소&eName=신림1교 교차로 대여소&target=bicycle
2113,2140,관악동작견인차량보관소,신림1교 교차로,http://map.daum.net/?sName=관악동작견인차량보관소 대여소&eName=신림1교 교차로 대여소&target=bicycle
1955,2157,디지털입구 교차로,난곡 사거리,http://map.daum.net/?sName=디지털입구 교차로 대여소&eName=난곡 사거리 대여소&target=bicycle
2156,2157,농협 관악문성지점,난곡 사거리,http://map.daum.net/?sName=농협 관악문성지점 대여소&eName=난곡 사거리 대여소&target=bicycle
1503,1516,이디야 커피 수유역점 앞,우이초등학교 후문 옆,http://map.daum.net/?sName=이디야 커피 수유역점 앞 대여소&eName=우이초등학교 후문 옆 대여소&target=bicycle
1503,1506,이디야 커피 수유역점 앞,강북문화예술회관,http://map.daum.net/?sName=이디야 커피 수유역점 앞 대여소&eName=강북문화예술회관 대여소&target=bicycle
2028,2104,남성역 2번출구 뒷편,사당역 5번출구,http://map.daum.net/?sName=남성역 2번출구 뒷편 대여소&eName=사당역 5번출구 대여소&target=bicycle
2028,2230,남성역 2번출구 뒷편,이수역 4번 출구,http://map.daum.net/?sName=남성역 2번출구 뒷편 대여소&eName=이수역 4번 출구 대여소&target=bicycle
1014,1041,강동구평생학습관앞,묘곡초등학교,http://map.daum.net/?sName=강동구평생학습관앞 대여소&eName=묘곡초등학교 대여소&target=bicycle
1627,1637,수락산역 4번출구,KT 노원점 건물 앞,http://map.daum.net/?sName=수락산역 4번출구 대여소&eName=KT 노원점 건물 앞 대여소&target=bicycle
1627,1628,수락산역 4번출구,노일초등학교 앞,http://map.daum.net/?sName=수락산역 4번출구 대여소&eName=노일초등학교 앞 대여소&target=bicycle
1408,1446,먹골역 6번출구 앞,중랑전화국 교차로,http://map.daum.net/?sName=먹골역 6번출구 앞 대여소&eName=중랑전화국 교차로 대여소&target=bicycle
1414,1446,사가정역 1번출구,중랑전화국 교차로,http://map.daum.net/?sName=사가정역 1번출구 대여소&eName=중랑전화국 교차로 대여소&target=bicycle
1606,1643,태릉입구역 3번출구,태릉입구역 8번출구,http://map.daum.net/?sName=태릉입구역 3번출구 대여소&eName=태릉입구역 8번출구 대여소&target=bicycle
1610,1643,화랑대역 2번출구 앞,태릉입구역 8번출구,http://map.daum.net/?sName=화랑대역 2번출구 앞 대여소&eName=태릉입구역 8번출구 대여소&target=bicycle
1606,1642,태릉입구역 3번출구,서울여대 남문,http://map.daum.net/?sName=태릉입구역 3번출구 대여소&eName=서울여대 남문 대여소&target=bicycle
567,585,성수역 2번출구 앞,성수2가1동 공영주차장 인근,http://map.daum.net/?sName=성수역 2번출구 앞 대여소&eName=성수2가1동 공영주차장 인근 대여소&target=bicycle
3506,585,영동대교 북단,성수2가1동 공영주차장 인근,http://map.daum.net/?sName=영동대교 북단 대여소&eName=성수2가1동 공영주차장 인근 대여소&target=bicycle
582,585,경일중학교 앞,성수2가1동 공영주차장 인근,http://map.daum.net/?sName=경일중학교 앞 대여소&eName=성수2가1동 공영주차장 인근 대여소&target=bicycle
1602,1671,광운대역 앞,인덕대학교,http://map.daum.net/?sName=광운대역 앞 대여소&eName=인덕대학교 대여소&target=bicycle
1602,1603,광운대역 앞,롯데캐슬 102동 코너(월계주유소건너),http://map.daum.net/?sName=광운대역 앞 대여소&eName=롯데캐슬 102동 코너(월계주유소건너) 대여소&target=bicycle
1601,1603,석계역 문화광장 내 자전거 보관소,롯데캐슬 102동 코너(월계주유소건너),http://map.daum.net/?sName=석계역 문화광장 내 자전거 보관소 대여소&eName=롯데캐슬 102동 코너(월계주유소건너) 대여소&target=bicycle
2361,2363,압구정역 교차로,강남 을지병원 교차로,http://map.daum.net/?sName=압구정역 교차로 대여소&eName=강남 을지병원 교차로 대여소&target=bicycle
1214,1283,오금역 7번 출구 인근,오금공원 사거리,http://map.daum.net/?sName=오금역 7번 출구 인근 대여소&eName=오금공원 사거리 대여소&target=bicycle
1214,1259,오금역 7번 출구 인근,방이역 1번출구,http://map.daum.net/?sName=오금역 7번 출구 인근 대여소&eName=방이역 1번출구 대여소&target=bicycle
1011,1259,LIGA 아파트 앞,방이역 1번출구,http://map.daum.net/?sName=LIGA 아파트 앞 대여소&eName=방이역 1번출구 대여소&target=bicycle
1251,1259,석촌역 2번출구,방이역 1번출구,http://map.daum.net/?sName=석촌역 2번출구 대여소&eName=방이역 1번출구 대여소&target=bicycle
2110,2170,조원동 미성아파트,조원동서울본병원,http://map.daum.net/?sName=조원동 미성아파트 대여소&eName=조원동서울본병원 대여소&target=bicycle
2003,2015,사육신공원앞,신대방삼거리역 6번출구쪽,http://map.daum.net/?sName=사육신공원앞 대여소&eName=신대방삼거리역 6번출구쪽 대여소&target=bicycle
1009,1208,천호역4번출구(현대백화점),풍납현대아파트쉼터,http://map.daum.net/?sName=천호역4번출구(현대백화점) 대여소&eName=풍납현대아파트쉼터 대여소&target=bicycle
1030,1208,미호 플랜트 앞,풍납현대아파트쉼터,http://map.daum.net/?sName=미호 플랜트 앞 대여소&eName=풍납현대아파트쉼터 대여소&target=bicycle
1941,1973,오류동역 2번출구,오리로와 서해안도로 교차로 앞,http://map.daum.net/?sName=오류동역 2번출구 대여소&eName=오리로와 서해안도로 교차로 앞 대여소&target=bicycle
612,615,시립동부병원 앞 사거리,용두동 레미안허브리츠아파트 앞,http://map.daum.net/?sName=시립동부병원 앞 사거리 대여소&eName=용두동 레미안허브리츠아파트 앞 대여소&target=bicycle
609,615,제기2교,용두동 레미안허브리츠아파트 앞,http://map.daum.net/?sName=제기2교 대여소&eName=용두동 레미안허브리츠아파트 앞 대여소&target=bicycle
2032,2048,이수역 11번출구쪽,삼일초등학교 인근,http://map.daum.net/?sName=이수역 11번출구쪽 대여소&eName=삼일초등학교 인근 대여소&target=bicycle
2034,2048,사당역 7번출구쪽,삼일초등학교 인근,http://map.daum.net/?sName=사당역 7번출구쪽 대여소&eName=삼일초등학교 인근 대여소&target=bicycle
2032,2265,이수역 11번출구쪽,이수고가차도 남단,http://map.daum.net/?sName=이수역 11번출구쪽 대여소&eName=이수고가차도 남단 대여소&target=bicycle
2032,2062,이수역 11번출구쪽,사당새마을금고,http://map.daum.net/?sName=이수역 11번출구쪽 대여소&eName=사당새마을금고 대여소&target=bicycle
2139,2143,서울신성초등학교,서울산업정보학교,http://map.daum.net/?sName=서울신성초등학교 대여소&eName=서울산업정보학교 대여소&target=bicycle
2139,2172,서울신성초등학교,나들목공원,http://map.daum.net/?sName=서울신성초등학교 대여소&eName=나들목공원 대여소&target=bicycle
2141,2172,미림여고입구 교차로,나들목공원,http://map.daum.net/?sName=미림여고입구 교차로 대여소&eName=나들목공원 대여소&target=bicycle
1673,1712,노원역 5번출구,창동역공영주차장앞,http://map.daum.net/?sName=노원역 5번출구 대여소&eName=창동역공영주차장앞 대여소&target=bicycle
1706,1712,기업은행 앞,창동역공영주차장앞,http://map.daum.net/?sName=기업은행 앞 대여소&eName=창동역공영주차장앞 대여소&target=bicycle
106,112,합정역 7번출구 앞,극동방송국 앞,http://map.daum.net/?sName=합정역 7번출구 앞 대여소&eName=극동방송국 앞 대여소&target=bicycle
103,112,망원역 2번출구 앞,극동방송국 앞,http://map.daum.net/?sName=망원역 2번출구 앞 대여소&eName=극동방송국 앞 대여소&target=bicycle
2262,2303,한신16차아파트 119동 앞,논현역 7번출구,http://map.daum.net/?sName=한신16차아파트 119동 앞 대여소&eName=논현역 7번출구 대여소&target=bicycle
2301,2303,현대고등학교 건너편,논현역 7번출구,http://map.daum.net/?sName=현대고등학교 건너편 대여소&eName=논현역 7번출구 대여소&target=bicycle
341,344,혜화역 3번출구 뒤,성균관대 E하우스 앞,http://map.daum.net/?sName=혜화역 3번출구 뒤 대여소&eName=성균관대 E하우스 앞 대여소&target=bicycle
253,255,신풍역 5번출구 인근,도림4거리,http://map.daum.net/?sName=신풍역 5번출구 인근 대여소&eName=도림4거리 대여소&target=bicycle
253,254,신풍역 5번출구 인근,도림신협 앞,http://map.daum.net/?sName=신풍역 5번출구 인근 대여소&eName=도림신협 앞 대여소&target=bicycle
234,254,영등포구민체육센터 앞,도림신협 앞,http://map.daum.net/?sName=영등포구민체육센터 앞 대여소&eName=도림신협 앞 대여소&target=bicycle
1210,1213,롯데월드타워(잠실역2번출구 쪽),백토공원 앞,http://map.daum.net/?sName=롯데월드타워(잠실역2번출구 쪽) 대여소&eName=백토공원 앞 대여소&target=bicycle
1210,1243,롯데월드타워(잠실역2번출구 쪽),문정 법조단지7,http://map.daum.net/?sName=롯데월드타워(잠실역2번출구 쪽) 대여소&eName=문정 법조단지7 대여소&target=bicycle
1212,1243,송파역 2번 출구앞,문정 법조단지7,http://map.daum.net/?sName=송파역 2번 출구앞 대여소&eName=문정 법조단지7 대여소&target=bicycle
1217,1243,송파파인타운 7단지,문정 법조단지7,http://map.daum.net/?sName=송파파인타운 7단지 대여소&eName=문정 법조단지7 대여소&target=bicycle
1210,1248,롯데월드타워(잠실역2번출구 쪽),방이초등학교,http://map.daum.net/?sName=롯데월드타워(잠실역2번출구 쪽) 대여소&eName=방이초등학교 대여소&target=bicycle
1215,1248,올림픽공원역 1번출구 앞,방이초등학교,http://map.daum.net/?sName=올림픽공원역 1번출구 앞 대여소&eName=방이초등학교 대여소&target=bicycle
301,302,경복궁역 7번출구 앞,경복궁역 4번출구 뒤,http://map.daum.net/?sName=경복궁역 7번출구 앞 대여소&eName=경복궁역 4번출구 뒤 대여소&target=bicycle
103,108,망원역 2번출구 앞,서교동 사거리,http://map.daum.net/?sName=망원역 2번출구 앞 대여소&eName=서교동 사거리 대여소&target=bicycle
503,504,더샵스타시티 C동 앞,신자초교입구교차로,http://map.daum.net/?sName=더샵스타시티 C동 앞 대여소&eName=신자초교입구교차로 대여소&target=bicycle
3506,504,영동대교 북단,신자초교입구교차로,http://map.daum.net/?sName=영동대교 북단 대여소&eName=신자초교입구교차로 대여소&target=bicycle
1321,636,국민은행 종암동지점 앞,세종대왕기념관 교차로,http://map.daum.net/?sName=국민은행 종암동지점 앞 대여소&eName=세종대왕기념관 교차로 대여소&target=bicycle
1610,1679,화랑대역 2번출구 앞,삼육대 도서관,http://map.daum.net/?sName=화랑대역 2번출구 앞 대여소&eName=삼육대 도서관 대여소&target=bicycle
1123,1155,공암나루근린공원 관리사무소옆,기쁜우리복지관,http://map.daum.net/?sName=공암나루근린공원 관리사무소옆 대여소&eName=기쁜우리복지관 대여소&target=bicycle
1117,1155,스타벅스앞,기쁜우리복지관,http://map.daum.net/?sName=스타벅스앞 대여소&eName=기쁜우리복지관 대여소&target=bicycle
334,335,종로3가역 2번출구 뒤,종로3가역 15번출구 앞,http://map.daum.net/?sName=종로3가역 2번출구 뒤 대여소&eName=종로3가역 15번출구 앞 대여소&target=bicycle
1512,1518,강북중학교 앞,SK telecom(수유직영점) 앞,http://map.daum.net/?sName=강북중학교 앞 대여소&eName=SK telecom(수유직영점) 앞 대여소&target=bicycle
1512,1520,강북중학교 앞,성실교회,http://map.daum.net/?sName=강북중학교 앞 대여소&eName=성실교회 대여소&target=bicycle
1002,1003,해공공원(천호동),해공도서관앞,http://map.daum.net/?sName=해공공원(천호동) 대여소&eName=해공도서관앞 대여소&target=bicycle
1414,627,사가정역 1번출구,장안동삼거리 교통섬,http://map.daum.net/?sName=사가정역 1번출구 대여소&eName=장안동삼거리 교통섬 대여소&target=bicycle
1414,1434,사가정역 1번출구,홈플러스 면목동점,http://map.daum.net/?sName=사가정역 1번출구 대여소&eName=홈플러스 면목동점 대여소&target=bicycle
1003,1011,해공도서관앞,LIGA 아파트 앞,http://map.daum.net/?sName=해공도서관앞 대여소&eName=LIGA 아파트 앞 대여소&target=bicycle
1243,1246,문정 법조단지7,문정 법조단지10,http://map.daum.net/?sName=문정 법조단지7 대여소&eName=문정 법조단지10 대여소&target=bicycle
1243,1245,문정 법조단지7,문정 법조단지9,http://map.daum.net/?sName=문정 법조단지7 대여소&eName=문정 법조단지9 대여소&target=bicycle
1428,1450,원묵고등학교,화랑대역 7번출구,http://map.daum.net/?sName=원묵고등학교 대여소&eName=화랑대역 7번출구 대여소&target=bicycle
1431,1450,중랑구청 사거리,화랑대역 7번출구,http://map.daum.net/?sName=중랑구청 사거리 대여소&eName=화랑대역 7번출구 대여소&target=bicycle
101,102,(구)합정동 주민센터,망원역 1번출구 앞,http://map.daum.net/?sName=(구)합정동 주민센터 대여소&eName=망원역 1번출구 앞 대여소&target=bicycle
311,818,서울광장 옆,숙명여대 입구 교차로,http://map.daum.net/?sName=서울광장 옆 대여소&eName=숙명여대 입구 교차로 대여소&target=bicycle
1924,1955,삼부르네상스파크빌,디지털입구 교차로,http://map.daum.net/?sName=삼부르네상스파크빌 대여소&eName=디지털입구 교차로 대여소&target=bicycle
1828,1955,한양수자인아파트 앞,디지털입구 교차로,http://map.daum.net/?sName=한양수자인아파트 앞 대여소&eName=디지털입구 교차로 대여소&target=bicycle
1829,1955,홈플러스 금천점 앞,디지털입구 교차로,http://map.daum.net/?sName=홈플러스 금천점 앞 대여소&eName=디지털입구 교차로 대여소&target=bicycle
2056,252,동작구민 체육센터,보라매역4번출구,http://map.daum.net/?sName=동작구민 체육센터 대여소&eName=보라매역4번출구 대여소&target=bicycle
2320,2325,도곡역 대치지구대 방향,대치동 버거킹대치점,http://map.daum.net/?sName=도곡역 대치지구대 방향 대여소&eName=대치동 버거킹대치점 대여소&target=bicycle
2320,2321,도곡역 대치지구대 방향,학여울역 사거리,http://map.daum.net/?sName=도곡역 대치지구대 방향 대여소&eName=학여울역 사거리 대여소&target=bicycle
2320,2335,도곡역 대치지구대 방향,3호선 매봉역 3번출구앞,http://map.daum.net/?sName=도곡역 대치지구대 방향 대여소&eName=3호선 매봉역 3번출구앞 대여소&target=bicycle
2241,2335,양재전화국 사거리,3호선 매봉역 3번출구앞,http://map.daum.net/?sName=양재전화국 사거리 대여소&eName=3호선 매봉역 3번출구앞 대여소&target=bicycle
1035,1049,고덕역 4번출구,강일동 10단지 아파트,http://map.daum.net/?sName=고덕역 4번출구 대여소&eName=강일동 10단지 아파트 대여소&target=bicycle
1035,1042,고덕역 4번출구,강일 2.5단지 사이,http://map.daum.net/?sName=고덕역 4번출구 대여소&eName=강일 2.5단지 사이 대여소&target=bicycle
1228,1282,마천사거리,송파소방서 맞은편(성내4교),http://map.daum.net/?sName=마천사거리 대여소&eName=송파소방서 맞은편(성내4교) 대여소&target=bicycle
2301,2306,현대고등학교 건너편,압구정역 2번 출구 옆,http://map.daum.net/?sName=현대고등학교 건너편 대여소&eName=압구정역 2번 출구 옆 대여소&target=bicycle
703,737,오목교역 7번출구 앞,장수공원,http://map.daum.net/?sName=오목교역 7번출구 앞 대여소&eName=장수공원 대여소&target=bicycle
722,746,LG전자베스트샵 신정점,목동2단지 상가,http://map.daum.net/?sName=LG전자베스트샵 신정점 대여소&eName=목동2단지 상가 대여소&target=bicycle
744,746,신목동역 2번 출구,목동2단지 상가,http://map.daum.net/?sName=신목동역 2번 출구 대여소&eName=목동2단지 상가 대여소&target=bicycle
2246,2263,서울시 품질시험소 앞,바우뫼문화복지회관,http://map.daum.net/?sName=서울시 품질시험소 앞 대여소&eName=바우뫼문화복지회관 대여소&target=bicycle
2310,2313,청담동 맥도날드 옆(위치),금원빌딩 앞,http://map.daum.net/?sName=청담동 맥도날드 옆(위치) 대여소&eName=금원빌딩 앞 대여소&target=bicycle
716,726,신정6동 주민센터 인근,목동3단지 시내버스정류장,http://map.daum.net/?sName=신정6동 주민센터 인근 대여소&eName=목동3단지 시내버스정류장 대여소&target=bicycle
321,387,KEB 하나은행 본점 앞,훈련원공원주차장 앞,http://map.daum.net/?sName=KEB 하나은행 본점 앞 대여소&eName=훈련원공원주차장 앞 대여소&target=bicycle
1135,1139,강서구의회,용문사 버스정류장,http://map.daum.net/?sName=강서구의회 대여소&eName=용문사 버스정류장 대여소&target=bicycle
1011,1027,LIGA 아파트 앞,프라자 아파트 앞,http://map.daum.net/?sName=LIGA 아파트 앞 대여소&eName=프라자 아파트 앞 대여소&target=bicycle
1019,1027,다성이즈빌아파트(호원대 대각선 맞은편),프라자 아파트 앞,http://map.daum.net/?sName=다성이즈빌아파트(호원대 대각선 맞은편) 대여소&eName=프라자 아파트 앞 대여소&target=bicycle
1011,1210,LIGA 아파트 앞,롯데월드타워(잠실역2번출구 쪽),http://map.daum.net/?sName=LIGA 아파트 앞 대여소&eName=롯데월드타워(잠실역2번출구 쪽) 대여소&target=bicycle
2213,2220,고속터미널역 5번출구 앞,반포본동 주민센터 앞,http://map.daum.net/?sName=고속터미널역 5번출구 앞 대여소&eName=반포본동 주민센터 앞 대여소&target=bicycle
1249,2316,아주중학교건너편,삼성역 8번출구,http://map.daum.net/?sName=아주중학교건너편 대여소&eName=삼성역 8번출구 대여소&target=bicycle
2002,2024,노들역 1번출구,상도역 1번출구,http://map.daum.net/?sName=노들역 1번출구 대여소&eName=상도역 1번출구 대여소&target=bicycle
2002,2013,노들역 1번출구,장승배기역 5번출구,http://map.daum.net/?sName=노들역 1번출구 대여소&eName=장승배기역 5번출구 대여소&target=bicycle
585,589,성수2가1동 공영주차장 인근,성수역3번출구,http://map.daum.net/?sName=성수2가1동 공영주차장 인근 대여소&eName=성수역3번출구 대여소&target=bicycle
561,589,서울숲역 2번출구 앞,성수역3번출구,http://map.daum.net/?sName=서울숲역 2번출구 앞 대여소&eName=성수역3번출구 대여소&target=bicycle
1150,1151,송정역 1번출구,마곡역1번출구,http://map.daum.net/?sName=송정역 1번출구 대여소&eName=마곡역1번출구 대여소&target=bicycle
259,271,대방역6번출구,샛강생태공원방문자센터 앞,http://map.daum.net/?sName=대방역6번출구 대여소&eName=샛강생태공원방문자센터 앞 대여소&target=bicycle
542,543,강변역 4번출구 뒤,구의공원(테크노마트 앞),http://map.daum.net/?sName=강변역 4번출구 뒤 대여소&eName=구의공원(테크노마트 앞) 대여소&target=bicycle
505,543,자양사거리 광진아크로텔 앞,구의공원(테크노마트 앞),http://map.daum.net/?sName=자양사거리 광진아크로텔 앞 대여소&eName=구의공원(테크노마트 앞) 대여소&target=bicycle
306,314,광화문역 7번출구 앞,국립현대미술관,http://map.daum.net/?sName=광화문역 7번출구 앞 대여소&eName=국립현대미술관 대여소&target=bicycle
324,370,신세계백화점 본점 앞,시청역(2호선) 9번출구 뒤,http://map.daum.net/?sName=신세계백화점 본점 앞 대여소&eName=시청역(2호선) 9번출구 뒤 대여소&target=bicycle
519,558,양지사거리,성동광진 교육지원청 앞,http://map.daum.net/?sName=양지사거리 대여소&eName=성동광진 교육지원청 앞 대여소&target=bicycle
1920,1958,서울미래초등학교 사거리,강서수도사업소민원센터,http://map.daum.net/?sName=서울미래초등학교 사거리 대여소&eName=강서수도사업소민원센터 대여소&target=bicycle
402,405,상암월드컵파크 9단지 앞,DMC빌 앞,http://map.daum.net/?sName=상암월드컵파크 9단지 앞 대여소&eName=DMC빌 앞 대여소&target=bicycle
1207,1229,마천CU우방점 앞,송파체육문화회관 앞,http://map.daum.net/?sName=마천CU우방점 앞 대여소&eName=송파체육문화회관 앞 대여소&target=bicycle
1637,1651,KT 노원점 건물 앞,맥도날드 상계점 앞,http://map.daum.net/?sName=KT 노원점 건물 앞 대여소&eName=맥도날드 상계점 앞 대여소&target=bicycle
347,372,동대문역사문화공원역 9번출구 앞,약수역 3번출구 뒤,http://map.daum.net/?sName=동대문역사문화공원역 9번출구 앞 대여소&eName=약수역 3번출구 뒤 대여소&target=bicycle
1128,739,화곡역 6번출구,신월사거리,http://map.daum.net/?sName=화곡역 6번출구 대여소&eName=신월사거리 대여소&target=bicycle
